occupation,race,sex,age,education,education-num,hours-per-week,class
Tech-support,White,Female,20,Some-college,10,10,<=50K
Prof-specialty,White,Female,58,Bachelors,13,35,>50K
Exec-managerial,Black,Male,19,Some-college,10,30,<=50K
?,White,Female,75,HS-grad,9,8,<=50K
Prof-specialty,White,Female,24,Bachelors,13,30,<=50K
Machine-op-inspct,White,Male,31,HS-grad,9,45,<=50K
Craft-repair,White,Male,28,HS-grad,9,35,<=50K
Craft-repair,White,Male,41,HS-grad,9,45,<=50K
Sales,White,Female,23,Some-college,10,35,<=50K
Machine-op-inspct,White,Male,46,HS-grad,9,43,>50K
Craft-repair,Black,Male,33,12th,8,40,<=50K
Other-service,White,Male,34,Some-college,10,50,<=50K
Prof-specialty,White,Male,47,Bachelors,13,50,<=50K
Exec-managerial,White,Male,81,HS-grad,9,26,>50K
Machine-op-inspct,Other,Male,45,HS-grad,9,40,<=50K
Machine-op-inspct,Asian-Pac-Islander,Male,35,HS-grad,9,40,<=50K
Prof-specialty,White,Female,59,Bachelors,13,50,>50K
Exec-managerial,White,Male,46,Bachelors,13,48,>50K
Craft-repair,White,Male,39,HS-grad,9,35,<=50K
Machine-op-inspct,Black,Male,23,Some-college,10,40,<=50K
Adm-clerical,White,Female,25,Assoc-acdm,12,40,<=50K
Other-service,White,Male,37,1st-4th,2,40,<=50K
Exec-managerial,White,Male,49,Some-college,10,50,>50K
Sales,White,Male,25,HS-grad,9,48,<=50K
Sales,White,Male,32,Bachelors,13,60,>50K
Craft-repair,White,Male,34,Some-college,10,40,<=50K
Exec-managerial,White,Male,40,Bachelors,13,40,>50K
Adm-clerical,White,Female,33,HS-grad,9,40,<=50K
?,White,Male,78,7th-8th,4,20,<=50K
Tech-support,White,Male,31,Bachelors,13,43,>50K
Other-service,White,Male,61,Some-college,10,25,<=50K
Craft-repair,White,Male,22,HS-grad,9,40,<=50K
Craft-repair,Asian-Pac-Islander,Male,29,Assoc-voc,11,40,<=50K
Craft-repair,Black,Male,37,HS-grad,9,40,<=50K
Machine-op-inspct,White,Female,35,11th,7,40,<=50K
Exec-managerial,White,Male,52,Masters,14,60,>50K
?,White,Female,37,HS-grad,9,30,<=50K
Transport-moving,White,Male,18,11th,7,20,<=50K
Craft-repair,White,Male,37,10th,6,48,<=50K
Prof-specialty,Black,Male,46,Prof-school,15,40,>50K
?,White,Male,25,11th,7,40,<=50K
Exec-managerial,White,Male,47,Bachelors,13,40,>50K
Prof-specialty,White,Male,55,Bachelors,13,60,>50K
Adm-clerical,Other,Female,32,Some-college,10,40,<=50K
Adm-clerical,White,Female,25,Some-college,10,50,<=50K
Tech-support,Black,Female,50,HS-grad,9,40,<=50K
Handlers-cleaners,Black,Male,18,12th,8,20,<=50K
Craft-repair,White,Male,25,9th,5,40,<=50K
Prof-specialty,White,Female,23,Bachelors,13,40,<=50K
?,White,Male,51,HS-grad,9,40,<=50K
Farming-fishing,White,Male,47,HS-grad,9,65,<=50K
Craft-repair,White,Male,37,HS-grad,9,40,<=50K
Adm-clerical,White,Female,37,Some-college,10,25,>50K
Craft-repair,White,Male,27,5th-6th,3,40,<=50K
Sales,White,Female,19,11th,7,25,<=50K
Craft-repair,White,Male,52,12th,8,40,<=50K
Other-service,White,Female,25,Assoc-voc,11,45,<=50K
?,Other,Female,17,12th,8,40,<=50K
Adm-clerical,White,Female,21,HS-grad,9,40,<=50K
Farming-fishing,White,Male,41,Assoc-voc,11,60,<=50K
Craft-repair,White,Male,55,HS-grad,9,40,>50K
?,White,Female,20,10th,6,40,<=50K
Tech-support,White,Male,24,Some-college,10,40,<=50K
Prof-specialty,White,Male,41,Bachelors,13,38,>50K
Sales,White,Female,23,Some-college,10,35,<=50K
Exec-managerial,White,Female,33,HS-grad,9,40,<=50K
Exec-managerial,White,Female,29,Bachelors,13,45,>50K
Adm-clerical,Amer-Indian-Eskimo,Female,50,Some-college,10,40,<=50K
Sales,White,Male,37,11th,7,60,<=50K
Craft-repair,White,Male,48,Assoc-voc,11,40,>50K
Adm-clerical,White,Female,19,Some-college,10,10,<=50K
Craft-repair,White,Male,40,Some-college,10,40,<=50K
Transport-moving,White,Female,30,HS-grad,9,70,<=50K
Other-service,White,Male,65,11th,7,20,<=50K
Exec-managerial,Black,Male,44,Bachelors,13,48,<=50K
Sales,White,Male,32,Bachelors,13,45,<=50K
Sales,White,Male,41,Some-college,10,65,>50K
Prof-specialty,White,Male,28,7th-8th,4,55,<=50K
Protective-serv,White,Male,44,Assoc-voc,11,48,>50K
Other-service,White,Female,39,Assoc-acdm,12,55,<=50K
Adm-clerical,White,Female,59,HS-grad,9,40,<=50K
Exec-managerial,White,Male,31,Masters,14,60,>50K
Machine-op-inspct,White,Male,34,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,20,HS-grad,9,40,<=50K
Prof-specialty,White,Male,33,Bachelors,13,40,<=50K
Prof-specialty,White,Male,52,Doctorate,16,65,>50K
Tech-support,White,Female,31,Assoc-acdm,12,44,<=50K
Machine-op-inspct,White,Male,39,HS-grad,9,43,<=50K
Exec-managerial,White,Male,35,HS-grad,9,45,<=50K
Craft-repair,White,Male,37,HS-grad,9,40,<=50K
Prof-specialty,White,Male,44,Prof-school,15,32,>50K
Sales,White,Male,28,Assoc-acdm,12,65,<=50K
Sales,White,Female,17,11th,7,15,<=50K
Sales,White,Female,23,Bachelors,13,60,<=50K
Transport-moving,White,Male,35,HS-grad,9,80,>50K
Sales,White,Male,19,Some-college,10,20,<=50K
Handlers-cleaners,White,Male,30,HS-grad,9,40,<=50K
Adm-clerical,White,Female,27,Bachelors,13,40,<=50K
?,White,Male,29,HS-grad,9,50,<=50K
Exec-managerial,White,Male,27,Assoc-voc,11,65,>50K
Exec-managerial,White,Male,37,HS-grad,9,45,>50K
Prof-specialty,White,Male,44,Assoc-voc,11,50,>50K
Exec-managerial,White,Male,34,Bachelors,13,55,>50K
Machine-op-inspct,White,Female,43,HS-grad,9,40,<=50K
Transport-moving,White,Male,41,HS-grad,9,40,<=50K
Craft-repair,White,Male,34,HS-grad,9,50,<=50K
Adm-clerical,White,Male,23,Some-college,10,45,<=50K
Adm-clerical,White,Female,51,HS-grad,9,20,<=50K
Exec-managerial,White,Male,24,Assoc-acdm,12,40,<=50K
Sales,White,Female,38,HS-grad,9,24,>50K
Transport-moving,Black,Male,24,HS-grad,9,40,<=50K
Prof-specialty,White,Male,53,Doctorate,16,40,>50K
Exec-managerial,White,Male,33,Some-college,10,56,>50K
Craft-repair,White,Male,24,HS-grad,9,40,<=50K
Exec-managerial,Black,Male,45,Masters,14,40,>50K
Farming-fishing,White,Male,31,11th,7,50,<=50K
Transport-moving,Black,Female,38,Some-college,10,47,<=50K
Exec-managerial,White,Female,28,Bachelors,13,50,>50K
Craft-repair,White,Male,38,Assoc-voc,11,50,>50K
Exec-managerial,White,Male,25,Bachelors,13,50,<=50K
Other-service,White,Male,29,Some-college,10,40,<=50K
Prof-specialty,White,Female,29,HS-grad,9,50,<=50K
Transport-moving,White,Male,48,HS-grad,9,50,>50K
Adm-clerical,Asian-Pac-Islander,Female,24,Assoc-voc,11,40,<=50K
Other-service,White,Female,31,HS-grad,9,30,<=50K
Exec-managerial,White,Male,36,Some-college,10,45,<=50K
Prof-specialty,White,Male,62,Bachelors,13,50,>50K
Sales,White,Female,25,Bachelors,13,40,<=50K
Adm-clerical,White,Female,55,HS-grad,9,40,<=50K
Sales,White,Female,21,Some-college,10,40,<=50K
Farming-fishing,White,Male,60,9th,5,45,<=50K
Craft-repair,White,Male,41,Assoc-acdm,12,40,<=50K
Craft-repair,White,Male,43,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,30,HS-grad,9,40,>50K
Prof-specialty,White,Male,47,Some-college,10,40,<=50K
Machine-op-inspct,White,Male,50,HS-grad,9,40,<=50K
Sales,White,Male,41,HS-grad,9,55,>50K
Craft-repair,White,Male,23,HS-grad,9,40,<=50K
?,White,Female,38,7th-8th,4,40,<=50K
Sales,White,Male,30,Assoc-acdm,12,40,<=50K
Tech-support,White,Female,35,HS-grad,9,40,<=50K
Prof-specialty,White,Female,25,Some-college,10,35,<=50K
Exec-managerial,White,Male,61,Prof-school,15,20,<=50K
?,White,Male,71,HS-grad,9,70,<=50K
Prof-specialty,White,Female,35,HS-grad,9,40,<=50K
Prof-specialty,White,Female,35,HS-grad,9,40,<=50K
Protective-serv,White,Male,38,HS-grad,9,40,<=50K
Craft-repair,White,Male,27,Assoc-voc,11,40,<=50K
Other-service,White,Female,51,1st-4th,2,35,<=50K
Sales,White,Female,55,Assoc-acdm,12,40,<=50K
Sales,White,Male,45,Bachelors,13,55,<=50K
Adm-clerical,Black,Female,33,Assoc-voc,11,40,<=50K
Tech-support,Black,Male,25,Some-college,10,40,<=50K
Exec-managerial,White,Male,52,Doctorate,16,38,>50K
Machine-op-inspct,White,Female,46,Some-college,10,17,<=50K
Sales,White,Female,34,Some-college,10,20,<=50K
Prof-specialty,White,Male,52,Bachelors,13,40,<=50K
Other-service,White,Female,47,Some-college,10,40,<=50K
Prof-specialty,Black,Female,46,Bachelors,13,40,<=50K
Sales,White,Male,36,Some-college,10,60,>50K
?,White,Male,69,7th-8th,4,48,<=50K
Exec-managerial,White,Female,34,Some-college,10,40,>50K
Craft-repair,White,Male,36,HS-grad,9,65,<=50K
Adm-clerical,White,Male,31,HS-grad,9,40,<=50K
Other-service,White,Female,31,HS-grad,9,40,>50K
Craft-repair,White,Male,38,Bachelors,13,40,<=50K
Exec-managerial,White,Female,57,Some-college,10,35,<=50K
Sales,White,Male,24,Assoc-acdm,12,20,<=50K
Farming-fishing,White,Male,37,HS-grad,9,45,<=50K
Craft-repair,White,Male,69,Some-college,10,72,>50K
Prof-specialty,White,Male,39,Masters,14,40,>50K
Craft-repair,White,Male,38,Assoc-voc,11,40,<=50K
Handlers-cleaners,Black,Male,34,HS-grad,9,40,<=50K
Sales,White,Female,21,HS-grad,9,40,<=50K
Other-service,White,Female,21,Some-college,10,20,<=50K
Transport-moving,White,Male,61,HS-grad,9,40,<=50K
Adm-clerical,White,Male,35,HS-grad,9,45,<=50K
Sales,Black,Male,29,Some-college,10,55,<=50K
?,White,Female,18,10th,6,30,<=50K
Exec-managerial,White,Male,41,HS-grad,9,45,<=50K
Craft-repair,Black,Male,42,12th,8,60,>50K
Prof-specialty,White,Female,52,Masters,14,40,>50K
Other-service,White,Female,38,12th,8,17,<=50K
Farming-fishing,White,Male,51,HS-grad,9,50,<=50K
Other-service,Asian-Pac-Islander,Male,55,HS-grad,9,40,<=50K
Machine-op-inspct,White,Female,20,Some-college,10,40,<=50K
Exec-managerial,White,Male,23,Some-college,10,40,<=50K
Craft-repair,White,Male,24,Assoc-acdm,12,40,<=50K
Exec-managerial,White,Male,48,Bachelors,13,40,<=50K
Other-service,White,Female,22,HS-grad,9,40,<=50K
Other-service,White,Female,22,Some-college,10,15,<=50K
Adm-clerical,Black,Female,28,Some-college,10,40,<=50K
Sales,White,Male,28,Masters,14,45,>50K
Exec-managerial,White,Male,34,Bachelors,13,55,>50K
Adm-clerical,Black,Male,25,HS-grad,9,40,<=50K
Craft-repair,White,Male,48,HS-grad,9,50,<=50K
Protective-serv,White,Male,32,HS-grad,9,43,<=50K
Craft-repair,Amer-Indian-Eskimo,Male,31,9th,5,35,<=50K
?,White,Female,65,HS-grad,9,25,<=50K
Adm-clerical,White,Female,56,Some-college,10,35,<=50K
Farming-fishing,Amer-Indian-Eskimo,Male,22,Assoc-voc,11,75,<=50K
Tech-support,White,Male,27,Bachelors,13,50,<=50K
Adm-clerical,Black,Female,27,HS-grad,9,40,<=50K
Prof-specialty,White,Male,30,Masters,14,45,<=50K
Sales,White,Female,33,Some-college,10,40,<=50K
Prof-specialty,White,Male,50,Bachelors,13,43,>50K
Sales,White,Female,19,Some-college,10,22,<=50K
Sales,White,Male,42,HS-grad,9,40,<=50K
Adm-clerical,Black,Male,37,HS-grad,9,40,<=50K
Adm-clerical,White,Male,26,HS-grad,9,40,<=50K
?,Black,Female,32,12th,8,40,<=50K
Prof-specialty,White,Female,43,Some-college,10,40,<=50K
Adm-clerical,White,Female,47,HS-grad,9,40,<=50K
Adm-clerical,White,Female,26,Bachelors,13,40,>50K
Adm-clerical,White,Female,24,Some-college,10,40,<=50K
Other-service,White,Female,34,11th,7,70,<=50K
Transport-moving,White,Male,33,HS-grad,9,45,<=50K
Prof-specialty,Asian-Pac-Islander,Female,35,Masters,14,40,>50K
Craft-repair,White,Male,57,HS-grad,9,50,>50K
Adm-clerical,White,Male,45,HS-grad,9,7,<=50K
Machine-op-inspct,Black,Female,42,Some-college,10,40,<=50K
Exec-managerial,White,Male,25,Bachelors,13,35,<=50K
Exec-managerial,White,Male,56,HS-grad,9,40,>50K
Craft-repair,White,Male,25,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,23,Bachelors,13,50,<=50K
Protective-serv,White,Male,35,Some-college,10,50,<=50K
Other-service,White,Male,28,9th,5,52,<=50K
Craft-repair,White,Male,41,Assoc-acdm,12,60,>50K
Craft-repair,White,Male,26,HS-grad,9,40,<=50K
Other-service,Black,Female,37,HS-grad,9,30,<=50K
Other-service,Other,Male,22,HS-grad,9,20,<=50K
Other-service,White,Male,30,Bachelors,13,40,<=50K
Tech-support,White,Male,42,Bachelors,13,40,<=50K
Other-service,White,Female,38,Assoc-voc,11,30,<=50K
Other-service,White,Male,49,Preschool,1,40,<=50K
Sales,White,Male,27,Bachelors,13,60,>50K
Adm-clerical,White,Female,43,HS-grad,9,40,>50K
?,White,Female,68,Some-college,10,40,<=50K
Craft-repair,White,Male,41,HS-grad,9,40,<=50K
Adm-clerical,White,Male,25,HS-grad,9,40,<=50K
Other-service,White,Male,23,Bachelors,13,40,<=50K
Prof-specialty,White,Male,68,Bachelors,13,40,>50K
Other-service,White,Male,17,10th,6,25,<=50K
Exec-managerial,White,Female,45,Bachelors,13,40,<=50K
Exec-managerial,White,Male,45,Assoc-voc,11,40,>50K
Sales,White,Male,30,Some-college,10,40,>50K
Prof-specialty,White,Female,49,Some-college,10,20,<=50K
Craft-repair,White,Male,42,Some-college,10,45,>50K
Other-service,White,Female,29,HS-grad,9,40,<=50K
Other-service,White,Female,21,Some-college,10,40,<=50K
Other-service,White,Female,20,Some-college,10,19,<=50K
Other-service,Black,Female,59,11th,7,35,<=50K
Craft-repair,White,Male,26,10th,6,55,<=50K
Other-service,White,Female,25,Masters,14,37,<=50K
Transport-moving,White,Male,33,HS-grad,9,55,>50K
Other-service,White,Female,35,HS-grad,9,40,<=50K
Craft-repair,White,Male,45,HS-grad,9,40,>50K
Sales,White,Male,66,Some-college,10,28,<=50K
?,Black,Female,67,5th-6th,3,40,<=50K
Sales,Other,Male,33,Assoc-acdm,12,36,<=50K
Transport-moving,Other,Male,38,HS-grad,9,40,<=50K
Sales,White,Male,72,HS-grad,9,12,<=50K
Adm-clerical,White,Female,21,Some-college,10,12,<=50K
Farming-fishing,White,Male,39,Some-college,10,60,<=50K
Craft-repair,White,Male,41,HS-grad,9,40,>50K
Prof-specialty,White,Male,22,Some-college,10,12,<=50K
Exec-managerial,White,Male,49,Some-college,10,50,>50K
Adm-clerical,White,Male,24,Bachelors,13,32,<=50K
Machine-op-inspct,White,Male,25,11th,7,40,<=50K
Adm-clerical,White,Male,26,Some-college,10,40,<=50K
Craft-repair,White,Male,50,HS-grad,9,40,<=50K
Other-service,White,Female,23,HS-grad,9,40,<=50K
Sales,White,Male,41,10th,6,48,<=50K
Protective-serv,White,Male,60,HS-grad,9,40,<=50K
?,White,Female,67,HS-grad,9,7,<=50K
Adm-clerical,White,Male,77,Bachelors,13,14,<=50K
Other-service,White,Female,62,Some-college,10,60,<=50K
Craft-repair,White,Male,22,Some-college,10,35,<=50K
Adm-clerical,White,Female,37,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,17,11th,7,10,<=50K
Adm-clerical,White,Female,52,Masters,14,40,>50K
Craft-repair,White,Male,31,HS-grad,9,35,<=50K
Prof-specialty,White,Male,23,Bachelors,13,40,<=50K
Craft-repair,White,Male,27,HS-grad,9,50,<=50K
Exec-managerial,White,Female,38,Some-college,10,45,<=50K
Other-service,White,Female,23,10th,6,40,<=50K
Adm-clerical,Black,Female,22,Some-college,10,40,<=50K
Farming-fishing,White,Male,61,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,55,5th-6th,3,40,<=50K
Other-service,White,Female,23,Some-college,10,40,<=50K
Other-service,Asian-Pac-Islander,Female,39,5th-6th,3,40,<=50K
Exec-managerial,White,Male,38,Doctorate,16,50,>50K
Adm-clerical,White,Female,25,Some-college,10,40,<=50K
Sales,Asian-Pac-Islander,Male,25,Bachelors,13,44,<=50K
Sales,White,Male,66,Some-college,10,24,<=50K
Adm-clerical,White,Female,30,Some-college,10,40,<=50K
Farming-fishing,White,Male,32,HS-grad,9,40,<=50K
Sales,White,Male,43,Some-college,10,40,>50K
Sales,White,Male,18,7th-8th,4,30,<=50K
Craft-repair,White,Male,20,11th,7,60,<=50K
Transport-moving,Black,Male,20,HS-grad,9,45,<=50K
Exec-managerial,Black,Female,34,Masters,14,40,<=50K
Machine-op-inspct,White,Male,33,Assoc-acdm,12,40,<=50K
Sales,White,Male,40,HS-grad,9,60,<=50K
Sales,White,Male,33,HS-grad,9,60,>50K
Machine-op-inspct,White,Male,30,HS-grad,9,42,<=50K
Handlers-cleaners,White,Female,41,Preschool,1,30,<=50K
Adm-clerical,White,Female,20,Some-college,10,12,<=50K
Sales,White,Male,40,Bachelors,13,50,>50K
Exec-managerial,White,Male,44,Bachelors,13,40,<=50K
Machine-op-inspct,Asian-Pac-Islander,Female,50,5th-6th,3,35,<=50K
?,White,Female,38,Prof-school,15,30,<=50K
Handlers-cleaners,White,Male,30,HS-grad,9,25,<=50K
Sales,White,Male,45,Some-college,10,40,<=50K
Prof-specialty,White,Female,25,Bachelors,13,40,<=50K
?,White,Male,22,Some-college,10,40,<=50K
Machine-op-inspct,White,Male,25,Some-college,10,40,<=50K
?,White,Male,63,Bachelors,13,40,<=50K
Farming-fishing,White,Male,55,HS-grad,9,40,>50K
Other-service,White,Female,26,Some-college,10,30,<=50K
Machine-op-inspct,White,Male,22,Some-college,10,40,<=50K
Craft-repair,White,Male,41,HS-grad,9,40,<=50K
Protective-serv,White,Male,21,Assoc-voc,11,40,<=50K
Machine-op-inspct,White,Male,39,HS-grad,9,40,<=50K
?,White,Female,82,Assoc-voc,11,8,<=50K
Sales,White,Male,18,11th,7,15,<=50K
Protective-serv,White,Male,60,11th,7,40,<=50K
Handlers-cleaners,White,Male,22,Some-college,10,20,<=50K
Protective-serv,Black,Female,39,Some-college,10,40,>50K
Adm-clerical,White,Male,34,HS-grad,9,40,<=50K
Prof-specialty,Black,Female,50,Masters,14,30,<=50K
Adm-clerical,White,Female,53,Some-college,10,40,<=50K
Sales,Black,Male,27,HS-grad,9,60,<=50K
Handlers-cleaners,Black,Male,37,Some-college,10,50,<=50K
Other-service,White,Male,25,HS-grad,9,50,<=50K
Transport-moving,White,Male,33,Some-college,10,60,<=50K
Prof-specialty,White,Male,34,Bachelors,13,55,<=50K
Other-service,White,Female,35,Assoc-voc,11,65,<=50K
Exec-managerial,White,Male,51,Some-college,10,45,>50K
Farming-fishing,White,Male,33,10th,6,40,<=50K
Farming-fishing,White,Male,57,HS-grad,9,60,>50K
?,White,Male,25,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,56,7th-8th,4,40,<=50K
Exec-managerial,White,Male,34,Bachelors,13,85,>50K
Prof-specialty,White,Male,36,Bachelors,13,40,<=50K
Craft-repair,White,Male,46,HS-grad,9,40,>50K
Farming-fishing,White,Male,55,HS-grad,9,45,>50K
Exec-managerial,White,Male,88,Prof-school,15,40,<=50K
Exec-managerial,White,Male,60,Some-college,10,35,<=50K
Exec-managerial,White,Female,40,Masters,14,20,<=50K
Sales,White,Female,21,Some-college,10,55,<=50K
Machine-op-inspct,Black,Female,46,HS-grad,9,36,<=50K
Prof-specialty,White,Male,56,Doctorate,16,50,<=50K
Transport-moving,White,Male,36,HS-grad,9,60,<=50K
Sales,White,Male,67,Some-college,10,40,<=50K
Craft-repair,White,Male,35,Some-college,10,60,<=50K
Farming-fishing,White,Female,20,Some-college,10,40,<=50K
Craft-repair,White,Male,34,HS-grad,9,40,<=50K
Craft-repair,Asian-Pac-Islander,Male,23,HS-grad,9,40,<=50K
?,White,Male,19,HS-grad,9,30,<=50K
Farming-fishing,White,Female,19,Some-college,10,15,<=50K
Handlers-cleaners,White,Male,25,Some-college,10,40,<=50K
Craft-repair,White,Male,53,HS-grad,9,40,<=50K
?,Black,Female,18,Some-college,10,40,<=50K
Farming-fishing,White,Male,31,HS-grad,9,91,<=50K
Handlers-cleaners,White,Male,33,7th-8th,4,40,<=50K
Other-service,Black,Male,33,Some-college,10,40,<=50K
Prof-specialty,White,Male,45,Prof-school,15,36,>50K
Other-service,Black,Female,35,Some-college,10,40,<=50K
?,White,Male,20,HS-grad,9,40,<=50K
Transport-moving,White,Male,36,11th,7,40,<=50K
Machine-op-inspct,White,Male,36,HS-grad,9,85,<=50K
Exec-managerial,White,Male,51,HS-grad,9,30,<=50K
?,White,Male,45,Masters,14,40,<=50K
Prof-specialty,Black,Male,45,Prof-school,15,36,>50K
Machine-op-inspct,White,Male,24,5th-6th,3,40,<=50K
Tech-support,White,Female,28,Assoc-voc,11,36,<=50K
Sales,White,Male,63,11th,7,22,<=50K
Craft-repair,Black,Male,35,HS-grad,9,60,>50K
Exec-managerial,White,Female,25,Bachelors,13,40,<=50K
Exec-managerial,White,Female,36,Assoc-voc,11,55,>50K
Other-service,White,Male,44,HS-grad,9,30,<=50K
Farming-fishing,White,Female,49,HS-grad,9,28,<=50K
Farming-fishing,White,Male,52,1st-4th,2,40,<=50K
Handlers-cleaners,Black,Male,27,Bachelors,13,40,<=50K
Adm-clerical,Black,Male,35,Some-college,10,40,<=50K
Prof-specialty,White,Male,51,Bachelors,13,50,>50K
Craft-repair,White,Male,49,7th-8th,4,40,<=50K
Sales,Asian-Pac-Islander,Male,35,Bachelors,13,40,>50K
Exec-managerial,White,Female,28,Some-college,10,40,<=50K
Craft-repair,White,Male,37,Some-college,10,50,<=50K
Adm-clerical,White,Female,65,Bachelors,13,40,<=50K
Other-service,White,Female,24,Bachelors,13,40,<=50K
Prof-specialty,White,Female,30,Assoc-acdm,12,40,<=50K
Craft-repair,White,Male,38,HS-grad,9,65,<=50K
Sales,White,Male,58,HS-grad,9,55,>50K
Exec-managerial,Black,Male,57,Masters,14,40,>50K
Exec-managerial,White,Female,40,Bachelors,13,45,>50K
Adm-clerical,Black,Female,42,Some-college,10,40,<=50K
Exec-managerial,White,Male,31,HS-grad,9,40,>50K
Handlers-cleaners,White,Male,17,12th,8,20,<=50K
Machine-op-inspct,White,Female,42,Some-college,10,40,<=50K
Prof-specialty,White,Female,25,Masters,14,40,<=50K
Prof-specialty,White,Male,40,Some-college,10,40,>50K
?,White,Male,65,Prof-school,15,80,>50K
Exec-managerial,White,Female,29,Masters,14,45,<=50K
Prof-specialty,White,Male,31,Bachelors,13,40,>50K
Exec-managerial,White,Male,71,Masters,14,20,<=50K
Adm-clerical,White,Female,34,Bachelors,13,40,<=50K
Adm-clerical,White,Male,25,HS-grad,9,40,<=50K
Other-service,White,Male,40,HS-grad,9,30,<=50K
Adm-clerical,White,Female,67,Some-college,10,25,<=50K
Craft-repair,White,Male,40,HS-grad,9,40,>50K
Sales,Black,Female,18,HS-grad,9,18,<=50K
Prof-specialty,White,Male,38,Bachelors,13,50,>50K
Craft-repair,White,Male,38,11th,7,40,<=50K
Other-service,Black,Male,42,HS-grad,9,40,<=50K
Other-service,White,Female,36,HS-grad,9,32,<=50K
Sales,White,Male,23,1st-4th,2,40,<=50K
Transport-moving,Black,Male,56,HS-grad,9,40,<=50K
Exec-managerial,White,Male,36,Some-college,10,52,>50K
Craft-repair,White,Male,22,Some-college,10,40,<=50K
Adm-clerical,White,Female,39,12th,8,40,<=50K
Prof-specialty,Asian-Pac-Islander,Female,36,Prof-school,15,40,<=50K
Craft-repair,White,Male,44,Some-college,10,56,>50K
Machine-op-inspct,Black,Female,38,11th,7,52,<=50K
?,White,Male,19,Some-college,10,40,<=50K
Transport-moving,White,Male,37,10th,6,55,<=50K
Adm-clerical,White,Female,57,HS-grad,9,16,<=50K
Craft-repair,White,Male,54,12th,8,40,<=50K
