MeanAtomicMass,MeanAtomicValN,MeanAtomicMagnMom,MeanAtomicElNeg,MaxDiffAtomicMass,MaxDiffAtomicElNeg,T_c(K)
31.33,3.5,2,1.93,82.1,0.44,9.96
70.03,5.59,2.73,1.79,31.78,1.23,12.1
67.96,4.89,1.91,2.64,192.98,2.62,17
94.67,5,4.96,1.6,88.04,0.1,9.02
82.06,5.44,2.19,2.14,148.89,1.63,2.8
108.82,6.89,2,2.02,181.41,0.96,2.34
54.19,4.26,1.71,2.5,141.25,2.55,80.7
51.35,5.4,2.6,1.74,60.82,0.68,2.9
48.16,3.91,1.39,2.53,121.33,2.55,78.5
60.57,5.68,2.72,1.81,34.84,1.18,2
45.09,4,2,1.91,60.62,1.01,9.5
50.59,4.02,1.4,2.51,124.91,2.55,75
63.41,4.67,1.33,2.22,114.89,1.74,5.8
88.1,2.68,1.08,1.71,192.98,2.49,94
67.25,7,1,2.05,78.34,0.3,0.93
107.85,2.38,0.62,1.7,188.38,2.55,35
64.61,4.88,3.62,2.27,168.94,1.05,8.5
42.72,3.52,1.12,2.28,71.62,2.49,109
116.76,3.5,1.5,1.87,3.89,0.18,7.45
55.87,4.94,2.09,2.46,191.2,3.44,32
97.33,5.67,2.33,2.21,148.89,1.08,3.7
43.87,5.57,2,2.25,31.49,1.76,4.4
138.51,4.94,1.94,2.08,92.38,0.55,3.58
129.5,4,1.29,1.75,77.4,1.08,0.8
49.31,4.27,1.47,2.54,192.98,2.49,24.8
56.17,4.62,1.76,2.55,128.24,2.44,26
170.16,4.57,2.57,1.99,90.27,0.06,2.25
123.03,3.56,1.56,1.71,24.09,0.86,0.67
58.01,4.49,1.63,2.55,128.24,2.55,11
57.57,4.95,1.32,2.43,157.06,3.44,91.5
59.33,4.45,1.63,2.57,192.98,2.49,86
99.54,4.12,2.3,1.69,191.2,2.49,43.5
207.32,4.07,2.07,2.31,1.78,0.31,7.7
111,3.01,1.01,1.23,130.27,0.51,2.79
42.31,7.08,1.72,1.91,46.68,1.24,6.88
162.36,6.48,4.48,1.84,138.34,0.36,6.6
85.66,2.7,0.99,1.74,192.98,2.49,94
57.74,4.54,1.92,2.45,141.25,2.55,92
102.6,4.75,4.25,1.69,116.07,0.42,18.01
48.9,4.26,1.53,2.52,192.98,2.49,67
49.68,4.01,1.41,2.54,121.33,2.55,50
181.25,3.56,1.56,1.74,82.62,0.43,5.2
91.68,4.19,2.04,1.37,11.68,0.95,3.65
123.7,6.8,1.9,1.73,70.15,2.28,8.6
83.45,2.42,0.99,1.59,192.98,2.49,78.5
68.86,6.78,2.16,2.06,156.45,1.08,4.18
63.93,4.5,2.5,2.25,171.83,1.01,6.7
180.95,5,3,1.5,0,0,4.48
85.95,4.4,3.8,1.66,23.18,0.21,16.3
56.31,4.41,1.56,2.55,122.91,2.44,20.1
47.89,4.43,1.31,2.47,188.38,3.44,64
34.38,4.79,1.21,2.68,47.55,2.62,24
54.88,4.14,1.59,2.51,128.24,2.55,48
93.47,2.52,0.81,1.71,188.38,2.49,69
79.66,2.26,0.86,1.74,136.32,2.55,86.4
56.92,4.43,1.56,2.55,122.91,2.49,10.8
80.19,5.87,2.13,1.52,35.38,0.58,2.13
70.9,6.03,2.98,2.15,124.91,2.31,14.7
38.53,4.19,1.52,2.54,71.62,2.49,81
51.44,3.99,1.38,2.52,121.33,2.55,83
138.93,3.02,1,1.1,1.21,0.02,2.6
55.56,4.26,1.65,2.52,128.24,2.55,82.3
55.58,4.51,1.55,2.64,191.2,2.49,28.1
16.6,3.81,1.94,2.44,73.46,1.73,29
45.26,4.05,1.15,2.53,121.33,3.09,81
50.27,4.04,1.41,2.53,122.91,2.55,80
66.54,4.16,1.36,2.5,188.38,2.55,45
35.2,4.4,1.03,2.44,47.55,2.62,24
95.94,6,6,2.16,37.02,0.28,0.22
113.94,7.55,1.47,2.13,69.76,0.54,1.35
52.56,4.13,1.51,2.53,141.25,2.55,74
129.9,4,1,1.73,6,1.87,2
79.82,4.58,4.1,1.63,65.92,0.41,17.88
192.11,8.96,3.01,2.2,8.38,0.16,0.11
49.66,3.98,1.42,2.54,121.33,2.55,26
39.16,4.52,1.76,2.81,170.21,2.31,33.9
90.28,2.93,1.07,1.73,146.5,2.55,90
48.78,4.76,1.74,2.21,71.62,2.49,26.2
51.35,3.99,1.38,2.52,121.33,2.55,92.3
133.56,4.97,1.98,2.07,92.38,0.55,2.62
52.55,3.95,1.37,2.5,121.33,2.55,86
55.23,5.74,0.53,2.19,105.41,0.29,2.95
87.89,2.69,1.07,1.72,192.98,2.49,93.75
63.18,5.5,2.5,2.14,122.91,2.34,7.52
62.72,5.65,2.82,1.81,100.04,1.18,33.2
134.15,3.32,1.32,1.25,26.09,0.68,1.94
72.03,6.04,2.96,2.17,124.91,2.85,46.4
104.64,4.75,4.13,1.68,88.04,0.46,17.8
44.49,4,1.41,2.5,192.98,2.49,80
83.17,5.58,2.94,2.22,23.18,0.95,2.7
56.28,4.41,1.55,2.55,122.91,2.44,23
74.73,5.59,2.67,1.82,155.01,1.28,28
69.05,6.86,2.03,2.06,156.45,1.05,8.06
131.14,4.96,1.96,2.06,92.38,0.55,2.84
138.96,3.02,1.01,1.1,20.02,1.1,5.28
51.23,4.08,1.43,2.54,124.91,2.55,62.6
59.54,5.83,0.55,1.77,188.14,1.3,6.4
48.69,4.38,1.74,2.64,128.24,2.55,54.5
115.06,2,0,1.7,88.18,0.31,0.53
65.64,5.26,2.76,1.76,111.89,2.18,12.2
25.36,2.28,0.28,1.56,229.02,0.27,0.62
73.08,6.38,2.78,2.05,98.83,1.2,13.5
72.87,5.54,2.86,1.78,114.34,1.29,18
101.07,8,4,2.2,0,0,0.51
81.56,2.34,0.91,1.74,128.24,2.55,93
118.04,2.8,1.4,2,168.88,1.42,2.55
53.16,4.85,3.85,2.25,80.9,1.44,17.8
57.92,4.68,1.61,2.5,146.5,2.55,68
82.76,6.75,0.75,1.84,79.44,0.87,3.4
16.61,2.17,0.17,1.6,174.83,0.79,4.12
71.78,5.77,2.48,2.15,124.12,2.86,27.6
42.69,7.22,1.6,1.91,46.68,1.24,6.3
52.55,4,1.41,2.51,124.91,2.55,71.6
47.57,4.33,1.44,2.58,196.97,2.49,55
57.89,4.42,1.56,2.55,122.91,2.55,23.4
69.36,5.49,2.91,1.77,98.23,1.36,34.3
81.2,4.07,1.78,1.83,78.39,1.12,7
64.1,5.47,3.58,2.06,60.85,0.98,3.83
208.29,4.7,2.7,1.96,4.6,0.4,6.23
60.24,4.42,1.62,2.55,192.98,2.49,52.6
83.33,5.69,2.94,2.25,13.94,0.95,7
51.66,3.89,1.37,2.5,121.33,2.55,4.3
99.71,9.02,0.49,2.29,27.45,0.35,2.66
56.77,4.19,1.6,2.49,128.24,2.55,38
17.58,2.52,0.52,1.69,13.49,1.24,35.5
69.32,4.31,1.42,2.52,188.38,2.55,52
56.73,4.39,1.54,2.54,122.91,2.49,30.4
15,2.69,0.69,1.81,13.49,0.73,38.2
142.2,2.33,1,2.03,82.15,0.76,0.22
82.38,4.29,2.28,1.79,141.25,2.49,30
50.91,3.99,1.37,2.51,121.33,2.55,91.1
58.55,5.2,2.32,2.56,128.24,2.32,21
81.46,2.29,0.86,1.73,121.33,2.55,85
36.89,4.75,2.75,2.61,47.55,1.78,132
67.05,7.03,3.03,2.18,23.13,0.72,8.79
54.61,4.03,1.42,2.52,122.91,2.55,25
15.47,2.73,0.73,1.81,16.17,0.73,33.5
108.32,2.5,0.75,1.66,188.38,2.55,108
55.61,4.37,1.76,2.51,162.49,2.55,83.8
65.93,5.76,2.49,2.15,124.12,2.86,5.84
109.66,1.5,1.17,1.93,10.84,0.03,0.05
46.92,4.08,1.38,2.53,126.52,2.55,47
50.38,4.19,1.19,2.35,184.59,2.49,74.5
121.65,4.6,1.53,1.95,12.78,0.32,1.55
98.22,3.1,1.3,1.78,192.98,2.49,66
139,3.04,1.04,1.1,11.45,0.07,4.22
56.74,4.53,1.67,2.55,128.24,2.55,23
49.69,3.96,1.41,2.54,121.33,2.55,51
95.08,5.65,2.33,1.64,11.68,0.95,11.25
53.21,4.52,1.29,2.43,157.06,3.44,76
122.6,6.33,3,1.76,209.94,0.63,0.54
91.52,2.5,0.8,1.71,188.38,2.49,64
56,4.85,3.55,1.69,18.78,0.18,5.48
36.93,4.78,2.72,2.61,47.55,1.78,117.5
51.77,3.94,1.37,2.49,121.33,2.55,88.95
191.98,8.92,3.08,2.19,6.01,0.3,0.14
34.45,3.97,1.54,1.76,95.97,1.3,2.5
48.95,2,0,1.51,41.07,0.34,0.76
57.1,4.41,1.56,2.55,122.91,2.49,29.3
91.65,6.62,4.62,1.85,50.04,0.36,8.7
58.52,4.78,1.91,2.56,128.24,2.34,17
78.25,7.33,3.42,1.9,216.04,3.44,45
55.14,4.03,1.4,2.53,191.2,2.55,40
81.25,2.48,0.97,1.67,192.98,2.49,102.7
54.6,3.82,1.2,2.44,184.59,2.55,130
61.93,4.83,1.63,2.56,192.98,2.49,49
82.65,6.1,2.78,1.77,144.14,0.65,1.76
47.05,3.97,1.22,2.42,121.33,2.55,75
51.5,3.94,1.37,2.5,136.32,2.55,73
70.58,4.92,1.88,2.63,192.98,2.62,18.4
52.7,3.94,1.37,2.49,122.91,2.55,92.35
58.91,4.41,1.6,2.56,192.98,2.49,86.5
57,4.74,1.54,2.52,148.93,2.55,60.5
62.89,5.78,2.54,1.96,39.87,1.73,32
185.13,6.58,4.58,1.82,7.72,0.6,5.86
58.04,4.5,1.64,2.55,128.24,2.55,15
50.88,4.08,1.39,2.51,121.33,2.55,69
56.49,4.42,1.56,2.55,122.91,2.49,37
81.51,5.62,2.32,2.22,148.89,1.08,3.79
57.31,4.32,2.32,1.69,18.78,0.18,5.3
204.64,3.25,1.75,2.38,10.23,0.21,4.4
56.88,4.45,1.59,2.55,128.24,2.49,31.8
50.8,4.18,1.46,2.53,121.33,2.55,69
34.86,4.41,1.02,2.44,47.55,2.51,25
32.76,3.57,1.57,2.08,76.89,1.55,2.4
68.12,5.5,2.5,2.14,122.91,2.34,10.8
96.41,6.91,4.91,1.89,50.04,0.36,10.56
59.98,5.14,4.29,2.33,83.94,0.39,14.7
51.21,4.06,1.4,2.52,121.33,2.55,70
69.19,2.4,0.93,1.75,170.21,2.49,73
75.19,3.79,1.79,2,220.03,1.33,15.5
155.89,3.38,1.38,1.62,85.67,0.86,1.5
116.16,4,1.29,1.71,133.28,1.08,2
61.01,5.79,2.91,2.57,141.25,2.32,19.1
232.04,4,2,1.3,0,0,1.39
56.32,4.43,1.56,2.54,122.91,2.49,37
62.24,6.09,3.21,2.57,141.25,2.32,9.6
85.99,7.09,3.09,1.98,71.75,0.72,6.05
42.31,3.86,1.29,2.48,121.33,2.55,115.9
54.13,4.1,1.42,2.52,151.26,2.55,18
80.03,2.76,1.17,1.79,207.97,2.49,79.8
105.12,4.75,3.75,1.68,130.01,0.46,12.2
81.92,2.48,0.97,1.67,192.98,2.49,110
70.07,5.05,2.41,2.03,137.9,2.34,36
51.38,4.01,1.4,2.52,122.91,2.55,82
29.53,3.18,1.18,1.61,42.74,0.2,1.66
69.91,4.17,1.43,2.49,191.2,2.49,41
73.08,3.95,1.16,2.4,184.59,2.55,94
175.59,4.12,1.38,1.8,76.78,0.48,2.21
74.66,5.45,2.48,1.82,155.01,1.28,30.4
31.68,2.97,0.97,1.49,13.1,0.9,6.63
74.37,6.78,3.72,2.17,134.36,2.81,50.1
59.78,5.24,2.37,2.55,128.24,2.32,24
139.43,3.1,1.05,1.09,36.06,1.27,0.91
57.54,5.81,2.38,3.09,176.9,3.16,2
58.54,4.43,1.61,2.56,192.98,2.49,73.9
80.74,6.31,2,2.02,220.03,1.25,5
60.59,4.1,2.1,1.96,168.94,1.22,4.6
71.95,5.86,3.71,2.38,175.14,0.42,14
52.65,4.05,1.48,2.53,124.91,2.55,40
68.01,4.65,1.73,2.6,192.98,2.49,10
46.42,4.09,1.42,2.55,122.91,2.55,20
57.88,4.41,1.55,2.55,122.91,2.55,21.8
72.01,5.38,2.45,1.82,155.01,1.28,18.2
115,4.18,2.37,1.53,192.98,3.44,35
60.76,4.54,1.72,2.58,192.98,2.49,25
52.6,2,0.57,1.53,71.62,2.49,83
88.13,4.31,2.92,1.87,166.48,1.25,7.8
53.96,4.02,1.42,2.51,122.91,2.55,16
80.38,4.57,4.09,1.62,91.73,0.41,16
102.16,3.1,1.7,1.94,55.16,0.06,4.91
56.38,4.65,1.97,2.52,141.25,2.55,49
37.29,3.65,2.29,1.9,82.1,0.44,9.1
67.28,4.1,1.43,2.43,184.59,2.55,70
88.13,4.65,4.23,1.64,37.06,0.23,15
64.12,5.84,3.58,2.37,86.65,0.62,14.45
40.26,3,1,1.54,42.74,0.9,3.45
65.65,2.25,0.84,1.7,72.91,2.49,37
69.49,5.92,2.77,2.14,124.91,2.49,4.48
79.28,4.56,4.06,1.63,65.92,0.41,20.2
77.12,4.26,1.36,2.5,188.38,2.55,82
54.59,4.54,1.92,2.52,141.25,2.55,85.6
81.21,2.31,0.86,1.73,122.91,2.55,90
88.32,4.12,1.21,1.68,188.38,2.55,73
58.52,4.97,2.09,2.56,124.91,2.32,13
113.14,3.18,1.06,1.78,55.88,0.1,3.95
117.42,7.92,1.04,2.15,21.18,0.1,1.88
56.79,4.45,1.55,2.55,122.91,2.49,9.4
96.88,4.51,2.48,2.08,43.79,0.59,4
57.57,5.9,2.44,3.13,167.84,3.16,2.1
77.22,7.1,3.1,2.05,71.75,0.72,13.2
56.38,4.56,1.71,2.55,128.24,2.49,8.33
58.83,5.6,2.8,1.8,43.95,1.19,28.8
237.17,6.08,3.96,1.4,42.94,0.9,0.87
56.72,4.41,1.55,2.55,122.91,2.49,31.1
95.93,5.86,1.38,1.6,15.2,0.87,2.34
53.85,4.03,1.41,2.52,122.91,2.55,45.6
66.57,6.8,3.2,2.22,71.93,0.09,1.27
183.82,1.32,1,2.42,82.15,0.76,0.04
55.96,4.97,2.08,2.55,128.24,2.49,24
46.56,5.2,2,2.16,73.91,2.98,29
16.72,2.22,0.22,1.58,177.19,0.33,9.65
75.45,5.56,2.84,1.78,98.23,1.36,24.8
57.05,4.65,1.79,2.55,124.91,2.49,28
50.87,4.01,1.39,2.52,121.33,2.55,92
87.42,7.25,2.3,1.61,81.18,0.76,0.86
56.91,4.69,1.61,2.52,146.5,2.55,89.5
51.16,4.08,1.42,2.52,121.33,2.55,75
25.34,2.28,0.28,1.56,229.02,0.27,0.34
48.9,4.5,3,1.57,4.13,0.12,3.7
15.41,2.75,0.75,1.84,13.49,1.24,17.6
52.13,3.94,1.37,2.5,121.33,2.55,93.4
57.09,4.77,1.54,2.52,148.93,2.55,95
79.87,5.6,2.8,1.78,81.48,1.29,16.3
16.13,2.71,0.71,1.8,34.15,0.73,30
49.73,3.94,1.39,2.54,121.33,2.55,49
81.69,5.67,2.33,2.22,148.89,1.08,3.96
57.39,4.73,1.37,2.44,157.06,3.44,67.2
105.3,5.03,1.85,2.02,124.34,1.65,5.3
117.39,6.59,1.41,2.04,184.27,1.33,2.78
84.26,4.75,1.25,1.66,80.21,0.81,1.97
13.06,3.73,1.92,2.44,38.09,2.22,12
90.06,5.94,2.65,2.34,192.98,2.84,5.3
87.91,2.91,1.22,1.9,192.98,2.49,101.5
55.78,4.05,1.44,2.52,158.97,2.55,57
52.96,4.06,1.44,2.52,124.91,2.55,32
120.74,5.7,1.7,1.76,167,1.18,3.27
71.85,5.3,2.33,2.14,122.91,2.88,19.9
59.03,4.04,1.31,2.47,188.38,2.55,114
72.12,4.07,1.26,2.49,184.59,2.55,45
89.68,4.67,2.67,1.52,127.55,0.33,9.76
56.63,4.4,1.55,2.55,122.91,2.49,37.5
78.56,4.5,4,1.61,65.92,0.21,18.25
52.65,4.12,1.35,2.5,188.38,2.49,90
70.86,4.84,1.8,2.67,192.98,2.62,9.2
25.36,2.28,0.28,1.56,229.02,0.27,0.48
119.85,6.7,5.3,2.15,99.13,0.38,5.3
60.83,6.14,0.45,2.2,105.41,0.29,1.72
106.92,5.3,2.1,1.86,164.13,0.93,6.75
204.49,3.97,1.97,2.31,92.38,0.55,7.11
88.56,4.18,1.27,1.65,188.38,2.55,69
166.75,4.25,2.25,1.77,168.9,1.02,2
52.12,5,3.97,2.34,78.9,1.44,14.4
39.79,5,2.4,1.77,27.76,0.54,4.8
88.39,4.14,1.23,1.67,188.38,2.55,72.9
90.51,7,3,1.98,71.75,0.72,6.7
83.96,2.09,0.82,1.64,121.33,2.55,97
75.08,4.9,2.07,1.98,57.95,0.92,1.9
58.38,5.11,2.26,2.55,134.36,2.49,28.8
67.88,4.75,2.75,1.71,67.77,0.33,7
32.41,3.53,2.05,1.92,82.1,0.44,9.96
67.35,7.01,3.01,2.19,23.13,0.72,6.99
51.37,4.04,1.42,2.51,124.91,2.55,105
41.27,4.25,1.75,2.13,171.55,2.18,18.2
78.45,3.86,1,1.75,151.26,2.49,60
81.48,2.3,0.87,1.74,122.91,2.55,96.1
51.61,4.01,1.4,2.52,124.91,2.55,79.6
54.52,4.05,1.41,2.53,122.91,2.55,27
66.17,4.42,3.6,1.67,65.92,0.3,19.2
81.41,4.5,1.5,1.39,29.97,0.66,0.34
104.43,6,4,1.78,90.93,0.76,1.5
74.53,6.28,3.22,2.18,128.24,2.84,34
73.03,4.73,1.82,2.61,192.98,2.49,15.1
95.07,4.66,4.16,1.68,48.99,0.36,16.5
112.95,3.5,1.5,1.89,192.98,2.49,16
61.1,4.1,1.48,2.56,191.2,2.49,79.1
69.41,5.9,2.8,2.14,124.91,2.49,11.5
79.85,5.66,2.74,1.78,81.48,1.29,7.5
113,3.39,1.61,1.67,191.2,2.49,37.9
82.05,2.85,1.18,1.88,192.98,2.49,111
88.05,4.74,4.22,1.64,34.21,0.31,12.4
51.28,4.18,1.58,2.51,128.24,2.55,71
58.89,4.41,1.6,2.56,192.98,2.49,91
77.99,3.13,1.11,1.75,191.2,2.49,56.6
46.73,4.06,1.45,2.53,124.91,2.55,50
40.85,3.75,1.25,2.44,121.33,2.55,120
89.9,4.5,3.5,1.48,45.04,0.27,10.2
59.89,4.47,1.64,2.58,192.98,2.49,40
82.82,7.3,4.2,2.18,176.22,2.24,17.6
74.97,3.89,1.13,2.44,184.59,2.55,82
121.21,4.5,1.5,1.94,12.78,0.32,3.45
105.36,4.76,1.82,2.02,124.34,1.65,7
53.51,4.77,1.91,2.57,164.95,2.49,30
105.66,5.53,2.12,2.02,122.45,1.14,0.7
38.49,4.5,1.5,1.97,12.9,1.22,5.37
91.92,4.3,2.06,1.39,11.68,0.95,5.95
54.42,4.53,2.53,1.67,42.74,0.2,12.1
59.36,4.52,1.7,2.55,192.98,3.44,88.9
76.58,4.27,1.36,2.51,188.38,2.55,81
56.85,5.83,0.52,1.76,99.48,1.22,7.7
73.46,5.33,2.67,1.81,72.98,0.87,12.2
205.35,3.98,1.98,2.32,92.38,0.55,7.15
56.94,5.26,2.38,2.6,128.24,2.3,31.3
142.56,7,4,1.9,99.31,0.6,7.9
81.65,4.75,4.25,1.59,45.04,0.06,10.02
48.5,3.9,1.39,2.53,121.33,2.55,85.5
204.35,6.67,2.67,2.11,13.9,0.26,0.15
53.64,4.2,2.04,1.57,144.35,0.66,1.6
56.87,5.04,4.11,2.33,85.14,0.51,11.5
70.01,5.54,2.86,1.78,98.23,1.36,26.75
86.12,7.02,3.02,2.01,71.75,0.72,11
67.22,6.81,2.92,2.16,23.13,0.74,6.8
50.61,3.95,1.39,2.53,121.33,2.55,78
14.06,3.77,1.93,2.47,84.46,2.22,17
57.33,4.97,1.29,2.4,157.06,3.44,47
122.95,4.94,1.97,2.03,19.73,0.17,1.66
93.08,4.59,1.99,1.74,185.37,0.63,16.6
46.28,4.06,1.38,2.53,121.33,2.55,75.1
87.99,5.73,3.47,2.34,33.44,0.86,2.4
78.82,4.3,2.03,1.92,121.33,2.62,3
89.29,2.84,1.3,1.72,128.24,2.55,70.9
54.91,4.52,1.45,2.52,151.26,2.55,74
90.2,2.48,0.76,1.75,184.59,2.49,66
58.35,4.9,1.37,2.5,152.94,2.55,78
52.19,4.05,1.42,2.52,170.21,2.55,91.5
50.89,3.92,1.38,2.49,121.33,2.62,93
106.43,5.3,2.1,1.86,164.13,1.01,4.6
61.57,4.56,1.76,2.55,192.98,2.49,71.5
48.18,4.52,1.38,2.54,156.92,2.55,79
51.25,4,1.38,2.52,121.33,2.55,70.1
91.08,2.6,0.6,1.85,184.59,2.49,62.4
90.19,2.99,1.57,1.73,141.25,2.55,93.1
87.98,6,3.71,2.37,48.63,0.45,6.69
93.91,5.15,2.23,1.55,11.68,0.95,3.66
76.36,4.28,1.37,2.51,188.38,2.55,47
52.33,3.95,1.34,2.54,121.33,2.55,91.7
49.99,4.09,1.42,2.56,122.91,2.55,90.4
11.98,3.97,1.97,2.54,1.2,0.51,4
54.47,4.6,2.12,1.63,55.04,0.74,4
81.11,2.28,0.85,1.73,121.33,2.55,84.8
47.47,4,1.38,2.52,121.33,2.55,83.6
119.05,6.6,1.4,1.92,32.49,1.1,1.3
51.28,4.02,1.41,2.53,122.91,2.55,67
88.14,2.65,1.07,1.72,192.98,2.49,105
72.83,6.28,3.22,2.16,128.24,2.84,50.1
92.37,4.68,4.04,1.51,1.68,0.27,10.05
84.84,5.59,3.12,2.12,63.98,1.1,10.3
60.55,4.81,1.96,2.56,216.04,2.34,16
56.51,4.54,1.92,2.52,141.25,2.55,65.9
62.44,5.37,2.56,2.26,86.65,0.98,2.75
82.5,6.24,2.04,2.35,160.16,0.93,1.36
51.94,3.96,1.37,2.5,121.33,2.55,58
56.06,4.42,1.54,2.55,122.91,2.49,8.1
76.9,2.21,0.87,1.76,136.32,2.55,56.6
88.25,4.1,1.19,1.68,188.38,2.55,66
44.66,6.03,1.77,1.86,148.12,2.55,5.04
47.81,4.18,1.54,2.53,170.21,2.49,15.8
57.33,4.45,1.58,2.56,122.91,2.34,29.3
141.95,5,3,1.54,130.01,0.13,3
55.11,4.56,2.56,1.67,18.78,0.18,12.3
122.38,4.8,1.8,1.99,12.78,0.32,4.75
36.74,4.32,1.44,2.61,76.81,2.49,25
44.04,4.16,1.53,2.55,79.95,2.49,29
68.75,4.64,1.73,2.58,192.98,2.49,15
68.96,4.38,3.62,1.65,33.47,1.36,4.8
76.65,4.58,4.08,1.64,68.97,0.56,12.3
50.97,5.03,3.08,1.63,1.05,0.03,3.89
81.58,6.11,3.61,2.45,60.5,1,6.49
57.87,4.4,1.55,2.55,122.91,2.55,25.5
58.32,5.26,2.41,2.39,135.97,3.44,29.2
46.57,4.22,1.31,2.49,188.38,3.44,76.15
44.35,4.12,1.5,2.54,79.95,2.49,33.2
56.72,4.42,1.56,2.55,122.91,2.49,26.1
46.41,4.11,1.34,2.5,191.2,2.49,55
57.63,4.44,1.57,2.56,122.91,2.34,29.7
40.08,5.27,2.33,2.08,18.88,1.76,0.71
111.46,2.34,1,2.05,127.24,0.73,1.67
108.51,5.5,2.3,2.07,119.59,0.19,0.87
92.5,4.52,2.26,1.44,9.85,0.87,3.57
68.47,5.22,1.97,2.21,31.1,1.01,4.18
40.23,4.61,1.83,2.25,84.28,2.18,11.7
49.78,3.95,1.4,2.54,121.33,2.55,71.25
53.45,6.14,1.71,1.95,164.16,1.33,7.54
60.8,4.4,1.63,2.55,192.98,2.49,82
69.44,2.43,0.97,1.76,167.84,2.49,40.5
62.47,4.58,1.78,2.56,192.98,2.49,19.1
159.56,6.9,3.7,2.34,80.93,0.08,7.3
49.84,4.5,2.5,1.58,43.36,0.3,7.7
56.74,4.41,1.55,2.55,122.91,2.49,28.8
57.05,4.81,1.56,2.52,148.93,2.55,88
66.01,4.05,1.25,2.55,184.59,2.55,38.5
70.72,4.92,1.88,2.64,192.98,2.62,23.5
88.04,5.83,3.61,2.34,35.85,0.77,1.5
61.62,5.77,2.9,2.57,216.04,2.32,19
60.33,4,2,1.72,18.78,0.18,16.45
191.99,8.92,3.03,2.2,8.38,0.16,0.12
57.56,4.84,1.46,2.52,151.26,2.55,92
76.61,2.28,0.89,1.77,122.91,2.55,67.4
54.97,4.32,1.53,2.54,137.9,2.49,27.2
57.22,5.35,1.85,2.07,220.03,1.33,7.85
203.41,3.8,1.8,1.28,143.13,0.08,1.64
73.06,6.28,3.22,2.16,128.24,2.84,46.7
45.61,4.03,1.38,2.53,121.33,2.55,38
109.74,1.54,1.27,1.95,13.89,0.12,0.03
60.95,4.1,1.47,2.56,191.2,2.49,79.7
50.48,3.8,1.2,2.44,184.59,2.55,127
97.81,6.67,2,1.84,15.29,1.33,6.2
87.47,4.62,4.12,1.68,23.18,0.41,7.3
101.34,5.3,2.1,1.87,164.13,1.01,2.5
70.97,4.9,1.86,2.65,192.98,2.62,21.5
191.62,8.8,3.2,2.17,6.01,0.3,0.34
124.1,6.93,2.03,1.9,66.03,1.03,2.25
97.36,3,1.25,1.77,192.98,2.55,88.3
15.62,2.67,0.67,1.8,107.9,0.73,33.5
72.17,6.02,1.98,2.17,122.91,2.88,3.64
52.9,4.06,1.45,2.52,124.91,2.55,45.4
48.13,4.18,1.44,2.52,122.91,2.49,14.1
51.3,4.68,2.65,1.65,51.93,1.25,17
93.7,5,4.98,1.6,88.04,0.1,8.87
81.01,4.55,4.05,1.62,91.73,0.36,14.6
69.26,4.88,1.95,2.62,192.98,2.49,17
58.66,4.42,1.61,2.56,192.98,2.49,78
186.29,7.02,4.98,1.91,4.02,0.3,1.81
51.13,4.23,1.62,2.52,128.24,2.55,69
57.67,4.43,1.57,2.55,122.91,2.55,4
56.15,4.4,1.54,2.55,122.91,2.49,13
81.15,2.29,0.86,1.73,124.91,2.55,70.8
51.32,4.02,1.38,2.52,121.33,2.55,78.49
58.43,4.73,1.85,2.56,128.24,2.34,26
79.83,5.64,2.76,1.78,81.48,1.29,20.3
54.9,4.5,1.42,2.52,162.49,2.55,84.7
61.73,4.45,1.57,2.55,124.12,2.34,11.1
114.57,3.21,0.97,1.79,8.4,0.42,4.45
43.32,4.14,1.37,2.52,72.91,2.49,35
57.2,4.42,1.6,2.56,192.98,2.49,80
15.33,2.68,0.68,1.81,13.49,1.24,38
59.05,5.98,2.49,3.16,188.38,1.82,2.14
54.4,4.21,1.61,2.51,128.24,2.55,73
57.52,4.93,1.33,2.43,157.06,3.44,91.2
117.96,3.42,1.63,1.7,191.2,2.49,44.1
77.54,1.75,1,1.81,80.89,0.32,0.11
54.23,4.56,1.28,2.41,157.06,3.44,73
123.5,7.33,1.4,2.14,88.66,0.18,1.65
58.46,4.98,2.11,2.56,124.91,2.32,23.6
15.32,2.68,0.68,1.8,13.49,1.24,37
89.25,3.2,1.2,1.87,122.91,2.55,25.5
90.43,3.2,1.73,1.56,135.97,3.44,88.3
68.04,4.7,1.76,2.62,192.98,2.49,23
56.59,4.41,1.54,2.55,122.91,2.49,17.9
53.84,5.2,1.82,2.69,128.24,2.55,78.5
41.72,5.57,1.57,1.94,130.1,1.42,8.74
14.57,2.67,0.77,1.8,20.04,1.06,32
80.31,2.44,0.88,1.73,121.33,2.55,87
124.81,7.4,1.44,1.98,164.11,1.33,5.78
59.14,4.44,1.61,2.55,192.98,2.49,30.9
66.77,4.68,1.74,2.62,192.98,2.49,8
148.69,3.65,1.65,1.84,85.67,0.34,7.1
41.83,3.75,1.75,1.77,109.24,1.01,5
100.45,5.01,2,2.06,54.97,0.09,0.1
71.83,5.79,2.46,2.16,124.12,2.86,23.5
62.69,6,2.67,1.96,39.87,1.73,31
14.05,3.86,1.95,2.47,120.89,1.76,8.3
125.43,5.25,3.25,2.19,155.75,0.46,2.7
55.88,4.65,2.55,1.68,18.78,0.2,8.59
68.41,4.69,1.76,2.61,192.98,2.49,32.6
